MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineBackup,Contract,PaperlessBilling,Churn
19.35,Male,0,Yes,Yes,8,No,No internet service,Month-to-month,Yes,No
69.5,Male,0,No,No,18,DSL,No,Month-to-month,No,No
48.8,Male,1,No,No,52,DSL,No,Month-to-month,Yes,No
94.5,Male,0,No,No,31,Fiber optic,Yes,Month-to-month,Yes,No
20.65,Male,0,Yes,Yes,29,No,No internet service,Month-to-month,Yes,No
106.05,Female,0,Yes,No,36,Fiber optic,Yes,Two year,Yes,No
100,Female,0,Yes,No,16,Fiber optic,Yes,Month-to-month,Yes,Yes
108.3,Male,0,Yes,No,42,Fiber optic,No,One year,Yes,No
20.55,Male,0,No,No,1,No,No internet service,Month-to-month,No,Yes
99.65,Female,0,No,No,60,Fiber optic,Yes,Two year,Yes,No
85.3,Male,0,No,No,5,Fiber optic,Yes,Month-to-month,Yes,Yes
95.9,Male,0,Yes,No,22,Fiber optic,No,Month-to-month,No,No
20,Male,0,Yes,No,36,No,No internet service,One year,No,No
70.4,Female,0,No,No,4,Fiber optic,No,Month-to-month,No,Yes
64.95,Male,0,No,No,9,DSL,No,Month-to-month,No,No
74.6,Male,0,Yes,Yes,1,Fiber optic,Yes,Month-to-month,No,No
49.2,Male,0,Yes,Yes,12,DSL,No,Month-to-month,Yes,No
73.75,Female,0,No,No,23,DSL,No,One year,Yes,No
92.3,Male,0,No,No,62,Fiber optic,Yes,One year,Yes,No
98.8,Male,0,No,No,37,Fiber optic,No,Month-to-month,No,Yes
19.2,Female,0,No,No,8,No,No internet service,Month-to-month,No,No
88.65,Male,0,Yes,No,31,Fiber optic,No,Month-to-month,No,No
74.4,Male,0,Yes,Yes,13,Fiber optic,No,Month-to-month,Yes,Yes
98.75,Female,0,No,No,24,Fiber optic,No,Month-to-month,Yes,Yes
95.95,Male,0,Yes,Yes,45,Fiber optic,Yes,Month-to-month,Yes,No
105.4,Female,1,Yes,No,69,Fiber optic,Yes,Two year,No,No
20.25,Male,0,No,No,2,No,No internet service,Month-to-month,No,No
106,Male,0,Yes,Yes,61,Fiber optic,Yes,One year,Yes,Yes
104.7,Male,0,No,No,41,Fiber optic,Yes,Month-to-month,Yes,Yes
49.05,Female,0,No,No,44,DSL,No,One year,Yes,No
35.55,Male,0,No,No,39,DSL,No,One year,No,No
65.1,Male,0,Yes,Yes,72,DSL,Yes,Two year,Yes,No
96.85,Female,1,No,No,13,Fiber optic,No,Month-to-month,Yes,No
69.75,Female,0,Yes,Yes,51,DSL,Yes,One year,Yes,No
99.2,Female,1,Yes,No,71,Fiber optic,Yes,Two year,Yes,No
96.7,Male,1,No,No,22,Fiber optic,No,Month-to-month,Yes,Yes
55.05,Female,0,No,No,2,DSL,Yes,Month-to-month,Yes,Yes
106.8,Female,0,No,No,56,Fiber optic,Yes,One year,Yes,No
51.25,Male,0,No,No,1,DSL,No,Month-to-month,No,No
57.75,Female,0,Yes,Yes,23,DSL,Yes,One year,Yes,No
70.85,Female,1,Yes,No,66,DSL,Yes,One year,Yes,No
19.55,Female,0,No,No,1,No,No internet service,Month-to-month,No,No
88.2,Male,1,No,No,19,Fiber optic,Yes,Month-to-month,Yes,Yes
79.5,Male,0,No,No,11,Fiber optic,No,Month-to-month,Yes,No
19.75,Female,0,Yes,Yes,8,No,No internet service,One year,Yes,Yes
98.15,Female,0,Yes,Yes,52,Fiber optic,Yes,Month-to-month,No,No
20.25,Male,0,No,No,3,No,No internet service,Month-to-month,Yes,No
79.15,Female,0,Yes,Yes,51,Fiber optic,Yes,Month-to-month,Yes,No
75.65,Male,1,No,No,15,Fiber optic,No,Month-to-month,No,Yes
94.25,Male,1,Yes,No,64,Fiber optic,Yes,Month-to-month,Yes,No
40.2,Female,0,No,No,37,DSL,No,Month-to-month,Yes,No
19.95,Male,0,No,No,13,No,No internet service,Two year,No,No
55.35,Male,0,Yes,No,49,DSL,No,One year,Yes,No
102.15,Female,1,No,No,45,Fiber optic,No,One year,Yes,No
71.1,Female,0,No,No,18,Fiber optic,No,Month-to-month,Yes,No
74.7,Male,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
54.1,Male,0,Yes,No,68,DSL,No,Two year,Yes,No
19.65,Male,0,No,No,54,No,No internet service,Two year,No,No
88.45,Female,1,Yes,Yes,23,Fiber optic,Yes,Month-to-month,Yes,No
76.65,Male,0,No,No,17,Fiber optic,No,Month-to-month,Yes,Yes
80.4,Male,0,Yes,No,71,DSL,Yes,Two year,No,No
19.25,Female,0,Yes,Yes,67,No,No internet service,Two year,Yes,No
84.8,Female,0,Yes,Yes,14,Fiber optic,No,Month-to-month,Yes,No
25.8,Female,1,No,No,1,DSL,No,Month-to-month,Yes,Yes
19.5,Female,0,No,Yes,63,No,No internet service,Two year,No,No
68.6,Female,0,No,No,41,DSL,No,One year,Yes,No
92.6,Female,0,Yes,No,17,Fiber optic,No,Month-to-month,No,No
100.55,Male,0,Yes,No,56,Fiber optic,No,One year,Yes,No
20.55,Female,0,No,No,5,No,No internet service,Month-to-month,No,No
42.6,Female,0,No,No,2,DSL,Yes,Month-to-month,Yes,Yes
19.6,Female,0,Yes,No,3,No,No internet service,Month-to-month,Yes,No
67.45,Male,0,No,No,37,DSL,Yes,One year,No,No
68.85,Female,0,No,No,29,DSL,Yes,Month-to-month,Yes,Yes
43.55,Male,0,No,No,8,DSL,No,Month-to-month,No,No
109.85,Female,0,No,No,63,Fiber optic,Yes,Month-to-month,Yes,No
20.65,Female,0,Yes,Yes,7,No,No internet service,Month-to-month,No,No
95.4,Female,0,No,No,3,Fiber optic,Yes,Month-to-month,No,No
21,Male,0,Yes,Yes,72,No,No internet service,Two year,No,No
56.2,Female,0,No,No,19,DSL,No,Month-to-month,Yes,No
18.4,Female,0,Yes,No,59,No,No internet service,Two year,No,No
90,Male,0,Yes,Yes,2,Fiber optic,No,Month-to-month,No,Yes
25.75,Female,0,Yes,Yes,35,No,No internet service,Month-to-month,Yes,No
19.6,Male,0,No,No,14,No,No internet service,Month-to-month,No,No
75.35,Female,0,No,No,14,Fiber optic,No,Month-to-month,No,Yes
19.8,Female,0,Yes,Yes,69,No,No internet service,Two year,No,No
64.2,Male,1,Yes,No,7,DSL,Yes,Month-to-month,No,No
75.75,Male,0,Yes,Yes,69,DSL,Yes,Two year,Yes,No
78.95,Female,0,Yes,Yes,72,DSL,Yes,Two year,Yes,No
100.85,Male,0,No,No,8,Fiber optic,Yes,Month-to-month,No,Yes
50.3,Female,0,Yes,Yes,4,DSL,No,Month-to-month,No,No
80.3,Male,0,Yes,Yes,63,Fiber optic,Yes,Month-to-month,Yes,No
19.85,Male,0,No,No,72,No,No internet service,Two year,No,No
21.1,Female,0,No,No,46,No,No internet service,Two year,Yes,No
69.95,Female,0,Yes,No,5,Fiber optic,No,Month-to-month,No,Yes
50,Male,0,Yes,No,30,DSL,No,Month-to-month,Yes,No
104.75,Male,0,No,No,63,Fiber optic,Yes,Two year,Yes,No
19.85,Female,0,No,No,60,No,No internet service,Two year,No,No
107.5,Female,0,Yes,No,63,Fiber optic,Yes,One year,Yes,Yes
85.9,Male,0,Yes,Yes,25,Fiber optic,No,Month-to-month,No,No
45.85,Male,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
80.8,Male,1,Yes,No,6,Fiber optic,No,Month-to-month,Yes,No
25.25,Male,0,No,No,22,No,No internet service,Two year,No,No
80.55,Female,0,Yes,Yes,31,DSL,Yes,Two year,No,No
81.5,Female,0,Yes,Yes,39,Fiber optic,No,Month-to-month,Yes,No
20.9,Male,0,No,No,26,No,No internet service,Month-to-month,No,No
106.1,Female,0,Yes,No,53,Fiber optic,Yes,One year,Yes,Yes
91.7,Female,0,No,No,1,Fiber optic,Yes,Month-to-month,No,Yes
67.25,Male,0,No,No,12,DSL,Yes,Month-to-month,Yes,No
95.6,Female,0,No,No,16,Fiber optic,Yes,Month-to-month,Yes,Yes
20.35,Female,0,No,No,2,No,No internet service,Month-to-month,No,No
45.05,Male,0,No,Yes,39,DSL,No,One year,No,No
74.95,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
34.65,Female,0,Yes,Yes,7,DSL,No,Month-to-month,No,No
69.35,Male,1,No,No,4,Fiber optic,No,Month-to-month,No,No
95.35,Male,1,No,No,10,Fiber optic,No,Month-to-month,Yes,Yes
81.55,Female,0,No,No,55,Fiber optic,Yes,Month-to-month,Yes,No
75.4,Male,0,Yes,Yes,72,DSL,Yes,Two year,Yes,No
67.8,Female,0,Yes,No,10,DSL,No,Month-to-month,Yes,No
111.4,Male,1,No,No,11,Fiber optic,Yes,Month-to-month,Yes,No
46.3,Female,0,Yes,Yes,15,DSL,No,Month-to-month,No,No
20.4,Female,0,Yes,Yes,23,No,No internet service,Two year,No,No
20.05,Male,0,No,Yes,1,No,No internet service,Month-to-month,No,No
45,Female,1,No,No,3,DSL,No,Month-to-month,No,Yes
96.1,Male,0,Yes,Yes,47,Fiber optic,Yes,One year,Yes,No
19.65,Female,0,No,Yes,15,No,No internet service,One year,No,No
99.5,Male,0,No,No,66,Fiber optic,Yes,Month-to-month,No,Yes
60.65,Female,1,Yes,No,68,DSL,Yes,One year,Yes,No
98.6,Female,0,Yes,Yes,17,Fiber optic,No,One year,No,Yes
59.5,Female,0,No,No,7,DSL,No,Month-to-month,Yes,Yes
80.45,Male,1,Yes,No,12,Fiber optic,No,Month-to-month,Yes,Yes
71.7,Female,1,Yes,No,21,DSL,Yes,One year,No,No
36,Male,0,No,No,21,DSL,Yes,Month-to-month,Yes,No
65.2,Female,0,Yes,Yes,56,DSL,No,One year,No,No
48.95,Female,0,Yes,Yes,6,DSL,No,Month-to-month,Yes,No
53.5,Female,1,No,No,65,DSL,Yes,Two year,Yes,No
80.45,Male,0,Yes,No,42,DSL,No,One year,No,No
109.05,Female,0,Yes,Yes,68,Fiber optic,No,Two year,Yes,No
26.3,Male,0,Yes,Yes,48,No,No internet service,Two year,No,No
106.8,Female,1,No,No,50,Fiber optic,Yes,One year,Yes,No
64.95,Female,1,No,No,7,DSL,Yes,Month-to-month,Yes,No
19.35,Female,0,Yes,Yes,63,No,No internet service,Two year,No,No
21.1,Male,0,No,No,17,No,No internet service,Month-to-month,No,No
77.95,Female,0,Yes,Yes,42,Fiber optic,No,Month-to-month,Yes,Yes
18.85,Male,0,Yes,Yes,4,No,No internet service,Month-to-month,No,No
26,Female,0,No,Yes,62,No,No internet service,Two year,No,No
74.7,Male,1,No,No,2,Fiber optic,Yes,Month-to-month,Yes,Yes
70.35,Female,0,Yes,No,2,Fiber optic,No,Month-to-month,Yes,No
96.9,Male,0,Yes,No,48,Fiber optic,Yes,Two year,Yes,No
19.55,Male,0,Yes,No,27,No,No internet service,Two year,No,No
80.4,Female,0,Yes,Yes,70,DSL,Yes,Two year,Yes,No
88.8,Male,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
94.65,Male,0,Yes,No,46,Fiber optic,Yes,One year,Yes,No
90.25,Male,0,No,No,30,Fiber optic,No,Month-to-month,Yes,Yes
64.65,Female,0,No,No,15,DSL,No,Month-to-month,Yes,Yes
95.75,Male,0,Yes,Yes,69,Fiber optic,Yes,One year,No,No
19.55,Male,0,No,No,65,No,No internet service,Two year,Yes,No
104.1,Male,1,Yes,Yes,72,Fiber optic,No,Two year,Yes,No
89.05,Male,1,Yes,No,13,Fiber optic,Yes,Month-to-month,Yes,Yes
20.1,Male,0,No,No,17,No,No internet service,One year,Yes,No
111.55,Male,0,Yes,No,51,Fiber optic,No,One year,Yes,No
60.5,Male,0,Yes,Yes,51,DSL,Yes,Two year,No,No
90.95,Female,0,Yes,No,72,DSL,Yes,Two year,Yes,No
87.4,Male,0,Yes,Yes,67,Fiber optic,Yes,One year,No,Yes
19.7,Male,0,No,No,34,No,No internet service,Month-to-month,No,No
50.95,Male,0,Yes,No,67,DSL,Yes,Two year,Yes,No
20.05,Female,0,Yes,No,49,No,No internet service,One year,Yes,No
19.4,Male,0,Yes,Yes,53,No,No internet service,Two year,Yes,No
59.45,Male,0,No,No,27,DSL,No,Month-to-month,No,No
94.75,Female,1,No,No,23,Fiber optic,Yes,Month-to-month,Yes,Yes
81.5,Male,0,No,No,69,DSL,Yes,Two year,Yes,No
29.05,Female,0,Yes,Yes,2,DSL,No,Month-to-month,No,No
86.45,Female,0,No,No,35,Fiber optic,No,Month-to-month,Yes,Yes
70.6,Female,0,Yes,No,46,DSL,Yes,One year,No,No
97.2,Female,0,No,No,54,Fiber optic,Yes,Two year,Yes,No
98.25,Female,0,Yes,No,56,Fiber optic,Yes,One year,Yes,Yes
75.75,Female,0,Yes,No,9,Fiber optic,No,Month-to-month,Yes,Yes
59.2,Male,0,No,No,20,DSL,No,Month-to-month,No,No
75.9,Male,0,No,No,11,Fiber optic,Yes,Month-to-month,Yes,No
90.05,Female,1,Yes,No,30,Fiber optic,Yes,Month-to-month,Yes,No
70.95,Male,0,Yes,No,68,DSL,Yes,Two year,No,No
102.6,Male,1,Yes,No,38,Fiber optic,Yes,Month-to-month,Yes,No
85.35,Female,1,Yes,No,17,Fiber optic,No,Month-to-month,Yes,Yes
106.1,Male,0,No,No,48,Fiber optic,Yes,One year,Yes,Yes
43.8,Female,0,No,No,1,DSL,No,Month-to-month,No,No
59,Male,0,Yes,Yes,63,DSL,Yes,Two year,No,No
69.95,Female,0,No,No,3,DSL,No,One year,Yes,No
24.35,Female,0,No,No,48,No,No internet service,One year,No,No
29.45,Male,0,No,No,66,DSL,No,One year,No,No
84.4,Female,0,Yes,Yes,68,Fiber optic,Yes,Two year,Yes,No
45.05,Male,1,No,No,17,DSL,No,Month-to-month,Yes,Yes
20.65,Female,0,Yes,Yes,7,No,No internet service,One year,No,No
87.1,Male,0,Yes,No,72,DSL,Yes,Two year,Yes,No
19.85,Female,0,Yes,No,29,No,No internet service,Month-to-month,No,No
90.35,Male,0,Yes,No,37,Fiber optic,No,Month-to-month,Yes,No
109.8,Female,0,No,No,34,Fiber optic,Yes,Month-to-month,Yes,Yes
84.65,Female,1,No,No,42,Fiber optic,No,Month-to-month,Yes,Yes
65.5,Female,0,Yes,Yes,59,DSL,Yes,One year,No,No
79.5,Male,0,Yes,Yes,11,Fiber optic,No,Month-to-month,Yes,Yes
80.95,Male,1,Yes,Yes,60,Fiber optic,No,Month-to-month,Yes,No
56.15,Female,0,No,No,27,DSL,Yes,Month-to-month,Yes,No
85.8,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
79.1,Male,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
34.4,Male,0,Yes,No,17,DSL,No,Month-to-month,No,No
20.75,Male,0,Yes,No,58,No,No internet service,Two year,No,No
18.8,Male,0,Yes,Yes,1,No,No internet service,One year,No,No
44.3,Female,0,Yes,Yes,3,DSL,No,Month-to-month,No,Yes
90.8,Female,0,No,No,53,Fiber optic,Yes,Month-to-month,No,No
25.6,Male,0,No,No,35,No,No internet service,Month-to-month,Yes,No
105.95,Male,0,Yes,Yes,50,Fiber optic,No,Month-to-month,No,Yes
70.8,Male,0,Yes,Yes,68,DSL,Yes,Two year,No,No
25.4,Male,0,Yes,No,47,No,No internet service,Month-to-month,No,No
108.8,Female,1,Yes,No,65,Fiber optic,Yes,Month-to-month,Yes,No
69.75,Male,0,No,No,5,Fiber optic,No,Month-to-month,Yes,Yes
94.65,Male,0,Yes,No,51,Fiber optic,No,Month-to-month,Yes,Yes
96.05,Female,0,No,No,46,Fiber optic,No,Month-to-month,No,Yes
76.85,Female,0,No,No,9,Fiber optic,No,Month-to-month,Yes,No
20.25,Female,0,No,No,8,No,No internet service,Two year,No,No
24.8,Male,0,No,No,14,No,No internet service,One year,Yes,No
115.65,Female,0,No,No,45,Fiber optic,Yes,Month-to-month,Yes,No
74.6,Female,0,No,No,8,Fiber optic,No,Month-to-month,Yes,No
50.15,Male,1,No,Yes,1,DSL,No,Month-to-month,Yes,Yes
103.15,Male,0,Yes,Yes,66,Fiber optic,Yes,One year,Yes,No
72.1,Male,0,Yes,Yes,72,DSL,Yes,Two year,No,No
113.6,Female,0,Yes,No,41,Fiber optic,Yes,Month-to-month,Yes,Yes
25.1,Female,0,Yes,Yes,23,No,No internet service,Two year,No,No
78.9,Female,0,No,No,29,Fiber optic,No,Month-to-month,Yes,Yes
80.15,Female,0,No,No,4,Fiber optic,No,Month-to-month,Yes,No
25.4,Male,0,Yes,Yes,6,No,No internet service,Two year,No,No
105.4,Female,1,Yes,No,67,Fiber optic,Yes,One year,Yes,No
45.75,Male,1,No,Yes,7,DSL,No,Month-to-month,Yes,No
24.45,Male,0,Yes,Yes,56,No,No internet service,One year,Yes,No
25,Female,0,Yes,No,72,No,No internet service,Two year,No,No
85.25,Male,0,Yes,No,72,DSL,Yes,Two year,Yes,No
19.6,Male,0,Yes,Yes,23,No,No internet service,Two year,No,No
50.15,Female,0,No,Yes,35,DSL,No,Month-to-month,No,No
70.55,Male,1,Yes,No,27,Fiber optic,No,Month-to-month,Yes,No
60.05,Female,0,Yes,Yes,26,DSL,Yes,Month-to-month,Yes,Yes
26.4,Male,0,Yes,Yes,12,No,No internet service,One year,No,No
20.15,Female,0,No,No,40,No,No internet service,Two year,No,No
58.85,Male,0,Yes,Yes,7,DSL,Yes,Month-to-month,No,No
97.55,Male,0,Yes,Yes,70,Fiber optic,Yes,Month-to-month,Yes,No
19.65,Male,0,Yes,Yes,60,No,No internet service,Two year,No,No
25.25,Male,0,Yes,Yes,39,DSL,No,One year,Yes,No
114.45,Male,0,Yes,No,72,Fiber optic,Yes,Two year,No,No
34.7,Female,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
70.7,Male,0,Yes,Yes,54,DSL,Yes,One year,Yes,No
85.3,Male,0,No,No,3,Fiber optic,No,Month-to-month,Yes,Yes
75.55,Female,0,Yes,Yes,63,DSL,Yes,Two year,No,No
84.8,Male,0,Yes,Yes,71,Fiber optic,Yes,Two year,Yes,No
20.65,Female,0,No,No,42,No,No internet service,One year,Yes,No
20.45,Male,0,No,No,47,No,No internet service,Two year,No,No
102.45,Female,0,Yes,Yes,66,Fiber optic,Yes,One year,Yes,Yes
104.4,Female,0,Yes,No,21,Fiber optic,No,Month-to-month,Yes,Yes
35.65,Male,0,No,No,11,DSL,Yes,Month-to-month,Yes,No
99.75,Male,0,No,Yes,1,Fiber optic,No,Month-to-month,Yes,Yes
90.45,Female,1,Yes,No,55,Fiber optic,Yes,Month-to-month,No,No
97.65,Male,0,No,No,69,Fiber optic,Yes,Two year,Yes,No
73.85,Female,1,No,No,3,Fiber optic,No,Month-to-month,No,No
74.4,Male,0,No,No,4,DSL,No,Month-to-month,Yes,Yes
69.1,Male,1,No,No,30,DSL,No,Two year,Yes,No
82.75,Female,0,No,No,5,Fiber optic,No,Month-to-month,Yes,No
24.4,Female,0,Yes,No,71,No,No internet service,Two year,Yes,No
55.25,Female,0,No,No,29,DSL,Yes,One year,Yes,No
61.35,Male,0,Yes,No,52,DSL,Yes,Month-to-month,No,No
76.75,Male,0,No,No,68,DSL,Yes,One year,No,No
19.4,Female,0,Yes,Yes,46,No,No internet service,Two year,No,No
54.75,Male,0,No,No,8,DSL,No,Month-to-month,Yes,No
19.7,Male,0,Yes,No,72,No,No internet service,Two year,No,No
19.9,Female,0,No,No,17,No,No internet service,One year,No,No
107.95,Male,0,No,No,3,Fiber optic,Yes,Month-to-month,Yes,No
83.8,Female,1,No,No,2,Fiber optic,Yes,Month-to-month,Yes,No
74.25,Female,0,No,No,9,Fiber optic,No,Month-to-month,Yes,Yes
56.4,Female,0,No,No,51,DSL,Yes,One year,Yes,No
20.1,Female,0,Yes,Yes,6,No,No internet service,Two year,No,No
94.9,Female,0,Yes,No,3,Fiber optic,No,Month-to-month,No,No
94.2,Female,1,No,No,17,Fiber optic,No,Month-to-month,Yes,No
49.9,Male,0,Yes,No,30,DSL,No,Month-to-month,No,No
71.05,Male,0,No,No,31,DSL,Yes,Month-to-month,Yes,No
81.65,Female,0,No,No,45,DSL,No,Two year,No,No
89.45,Male,0,Yes,No,64,Fiber optic,Yes,One year,No,No
59.85,Male,0,No,No,1,DSL,No,Month-to-month,Yes,Yes
69.6,Female,1,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
99,Male,1,Yes,Yes,61,Fiber optic,Yes,One year,No,No
19.05,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
45.4,Male,0,No,No,9,DSL,No,Month-to-month,Yes,Yes
114.45,Male,0,Yes,Yes,72,Fiber optic,Yes,Two year,No,No
19.5,Female,0,No,No,1,No,No internet service,Month-to-month,No,Yes
44.25,Female,0,Yes,No,7,DSL,No,Month-to-month,Yes,No
90.55,Female,0,Yes,No,66,Fiber optic,Yes,One year,Yes,No
69.9,Male,0,No,No,1,Fiber optic,No,Month-to-month,Yes,Yes
20.4,Male,0,Yes,Yes,40,No,No internet service,Month-to-month,Yes,No
71.4,Male,0,No,No,16,DSL,Yes,Month-to-month,Yes,No
87.15,Female,0,No,No,2,Fiber optic,Yes,Month-to-month,Yes,Yes
24.85,Male,0,Yes,No,67,No,No internet service,Two year,No,No
104.45,Female,0,Yes,No,41,Fiber optic,Yes,One year,Yes,No
19.8,Female,0,Yes,Yes,56,No,No internet service,Two year,Yes,No
116.45,Female,0,No,No,72,Fiber optic,Yes,Two year,Yes,No
84.75,Female,0,Yes,Yes,3,Fiber optic,No,Month-to-month,Yes,Yes
20.05,Female,0,Yes,No,54,No,No internet service,Two year,No,No
110.75,Male,1,No,No,52,Fiber optic,Yes,Month-to-month,Yes,No
89.7,Female,0,No,No,50,Fiber optic,No,Two year,Yes,No
89.95,Male,0,No,No,14,Fiber optic,No,Month-to-month,Yes,Yes
48.7,Male,0,Yes,No,27,DSL,No,One year,No,No
96.6,Female,1,Yes,No,72,Fiber optic,Yes,Two year,Yes,No
74.3,Male,0,No,No,62,DSL,Yes,One year,Yes,No
54.3,Female,0,No,No,12,DSL,Yes,Month-to-month,Yes,No
74.85,Female,1,No,No,44,DSL,No,One year,No,No
79.95,Male,0,Yes,Yes,54,Fiber optic,Yes,Two year,Yes,No
20.05,Female,0,No,No,68,No,No internet service,Two year,No,No
19.4,Male,0,No,No,20,No,No internet service,Month-to-month,No,No
54.9,Male,0,Yes,Yes,50,DSL,No,One year,No,No
24.45,Male,0,No,No,58,No,No internet service,Two year,Yes,No
89.65,Male,0,Yes,Yes,35,Fiber optic,Yes,Month-to-month,Yes,No
45.4,Female,0,No,No,2,DSL,No,Month-to-month,Yes,No
75.7,Male,0,Yes,Yes,63,DSL,No,Two year,No,No
110.65,Female,0,Yes,No,58,Fiber optic,Yes,One year,Yes,No
20.55,Female,0,Yes,Yes,27,No,No internet service,One year,Yes,No
115.15,Female,0,Yes,No,71,Fiber optic,Yes,Two year,Yes,No
58.55,Female,0,No,No,63,DSL,No,One year,No,No
93.25,Male,0,Yes,No,71,Fiber optic,Yes,Month-to-month,Yes,No
113.2,Female,1,No,No,41,Fiber optic,Yes,Month-to-month,Yes,Yes
90.5,Male,1,No,No,13,Fiber optic,No,Month-to-month,Yes,Yes
79,Male,0,No,No,2,Fiber optic,No,Month-to-month,No,Yes
19.35,Female,0,Yes,Yes,68,No,No internet service,Two year,Yes,No
48.75,Male,0,Yes,Yes,1,DSL,No,Month-to-month,Yes,No
109.05,Male,1,No,No,65,Fiber optic,No,Two year,Yes,No
25,Male,1,Yes,No,72,No,No internet service,Two year,Yes,No
54.9,Female,0,No,No,28,DSL,No,Month-to-month,Yes,No
24.75,Male,0,Yes,Yes,72,No,No internet service,Two year,No,No
91.15,Female,0,No,No,2,Fiber optic,Yes,Month-to-month,Yes,No
20.15,Female,0,No,Yes,18,No,No internet service,One year,No,Yes
104.35,Male,1,Yes,No,60,Fiber optic,Yes,One year,Yes,No
66.05,Female,1,No,No,26,DSL,No,Month-to-month,Yes,No
71.65,Male,0,No,Yes,1,Fiber optic,No,Month-to-month,Yes,Yes
20.35,Female,0,No,No,4,No,No internet service,Month-to-month,No,Yes
92.2,Male,0,Yes,Yes,68,DSL,Yes,Two year,Yes,No
84.25,Female,0,No,No,38,Fiber optic,Yes,Month-to-month,Yes,Yes
105.2,Female,1,Yes,No,42,Fiber optic,No,One year,Yes,No
19.6,Female,0,Yes,No,57,No,No internet service,Two year,Yes,No
30.4,Male,0,Yes,No,54,DSL,Yes,Month-to-month,No,No
78.1,Female,0,No,No,12,Fiber optic,No,Month-to-month,No,Yes
61.5,Female,0,Yes,No,44,DSL,Yes,One year,Yes,No
69.4,Male,0,Yes,Yes,42,DSL,Yes,Month-to-month,Yes,No
24.75,Male,0,Yes,Yes,72,No,No internet service,Two year,No,No
91.05,Female,0,Yes,Yes,71,DSL,Yes,Two year,No,No
89.65,Female,0,Yes,No,19,Fiber optic,No,Month-to-month,No,Yes
73.65,Female,0,Yes,No,23,DSL,No,Month-to-month,Yes,No
19.4,Female,0,No,No,30,No,No internet service,Two year,No,No
26.2,Male,0,No,No,35,No,No internet service,One year,No,No
98.7,Female,0,No,No,10,Fiber optic,No,Month-to-month,Yes,Yes
43.85,Male,0,No,No,1,DSL,No,Month-to-month,Yes,No
69.7,Male,0,No,No,22,Fiber optic,No,Month-to-month,Yes,No
38.55,Male,0,Yes,Yes,7,DSL,Yes,Two year,No,No
53.1,Female,0,No,No,36,DSL,Yes,Two year,Yes,No
20.65,Female,0,Yes,Yes,34,No,No internet service,Month-to-month,No,No
64.45,Male,0,Yes,Yes,72,DSL,Yes,Two year,No,No
25.1,Male,0,Yes,Yes,36,No,No internet service,Two year,No,No
76.35,Female,0,No,No,1,Fiber optic,No,Month-to-month,No,Yes
79.15,Female,0,No,No,23,Fiber optic,Yes,Month-to-month,Yes,Yes
85,Male,1,Yes,No,32,Fiber optic,No,Month-to-month,Yes,Yes
95.15,Female,0,Yes,Yes,71,Fiber optic,Yes,One year,Yes,No
79.35,Female,1,No,No,23,Fiber optic,No,Month-to-month,Yes,No
96.65,Male,0,Yes,No,17,Fiber optic,No,One year,Yes,No
75.5,Male,0,No,No,1,DSL,No,Month-to-month,Yes,No
19.7,Male,0,Yes,Yes,12,No,No internet service,Two year,No,No
20.5,Female,0,Yes,No,72,No,No internet service,Two year,No,No
19.2,Male,0,No,No,1,No,No internet service,Month-to-month,No,No
98.35,Male,1,Yes,No,72,Fiber optic,Yes,Two year,No,No
74.35,Male,0,Yes,Yes,60,Fiber optic,No,Month-to-month,No,No
51.35,Female,0,Yes,Yes,61,DSL,Yes,Two year,No,No
45.65,Female,0,Yes,No,6,DSL,No,Month-to-month,No,No
85.3,Male,1,Yes,No,32,Fiber optic,No,Month-to-month,No,Yes
86.55,Female,0,No,Yes,31,Fiber optic,No,Month-to-month,Yes,Yes
73.85,Male,0,No,No,19,Fiber optic,Yes,Month-to-month,Yes,Yes
20.3,Male,0,Yes,Yes,72,No,No internet service,Two year,No,No
54.2,Female,0,No,No,32,DSL,Yes,Month-to-month,Yes,No
90.65,Male,0,Yes,No,65,Fiber optic,Yes,Month-to-month,Yes,No
50.9,Female,0,Yes,Yes,45,DSL,No,Month-to-month,Yes,No
25.05,Male,0,No,No,42,No,No internet service,One year,No,No
74.85,Male,0,No,No,8,Fiber optic,No,Month-to-month,Yes,No
20.5,Male,0,No,Yes,32,No,No internet service,Two year,No,No
63.55,Female,1,Yes,No,22,DSL,Yes,Month-to-month,Yes,No
44.85,Male,1,Yes,No,57,DSL,No,Month-to-month,Yes,Yes
47.95,Male,0,No,No,1,DSL,No,Month-to-month,No,No
45.1,Male,1,No,No,1,DSL,No,Month-to-month,No,Yes
45,Female,0,Yes,No,1,DSL,No,Month-to-month,Yes,No
96,Male,0,No,No,24,Fiber optic,No,Month-to-month,Yes,Yes
